diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType
C0039978	Thoracic Diseases	group	C08	Disease or Syndrome
C0206754	Neuroendocrine Tumors	group	C04	Neoplastic Process
C0431663	Bilateral Cryptorchidism	disease	C16;C12;C19	Congenital Abnormality
C0431664	Unilateral Cryptorchidism	disease	C16;C12;C19	Congenital Abnormality
C0585216	Alpha-Thalassemia Myelodysplasia Syndrome	disease	C16;C15	Neoplastic Process
C0796003	Juberg-Marsidi syndrome	disease	C23;C16;C10;C19;C09	Disease or Syndrome
C0796159	Mental retardation Smith Fineman Myers type	disease	C23;C10;F03;F01	Disease or Syndrome
C1328479	Pancreatic Endocrine Carcinoma	disease	C06;C04;C19	Neoplastic Process
C1563730	Abdominal Cryptorchidism	disease	C16;C12;C19	Congenital Abnormality
C1563731	Inguinal Cryptorchidism	phenotype	C16;C12;C19	Finding
C1845055	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, NONDELETION TYPE, X-LINKED	disease	C16;C10;C15	Disease or Syndrome
C2713368	Hematopoetic Myelodysplasia	phenotype	C15	Pathologic Function
C3463824	MYELODYSPLASTIC SYNDROME	group	C15	Neoplastic Process
C0008073	Developmental Disabilities	group	F03	Mental or Behavioral Dysfunction
C0085996	Child Development Deviations	disease	F03	Mental or Behavioral Dysfunction
C0085997	Child Development Disorders, Specific	disease	F03	Mental or Behavioral Dysfunction
C0270914	Hereditary Motor and Sensory-Neuropathy Type II	disease	C16;C10	Disease or Syndrome
C1835896	SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE (disorder)	disease	C23;C10	Disease or Syndrome
C1850055	PEHO syndrome	disease	C11;C10	Disease or Syndrome
C2752089	Neuropathy, Hereditary Sensory And Autonomic, Type IIA	disease	C16;C10	Disease or Syndrome
C3280168	NEUROPATHY, HEREDITARY SENSORY, TYPE IIC	disease		Disease or Syndrome
C3280283	MENTAL RETARDATION, AUTOSOMAL DOMINANT 9	disease		Disease or Syndrome
C0342727	3-@METHYLGLUTACONIC ACIDURIA, TYPE I	disease	C16;C18	Disease or Syndrome
C0342728	3-Methylglutaconic aciduria type 1	disease	C16;C18	Disease or Syndrome
C0002962	Angina Pectoris	phenotype	C23;C14	Sign or Symptom
C0009178	Cocaine withdrawal	disease	C25;F03	Mental or Behavioral Dysfunction
C0010398	Cruveilhier-Baumgarten Syndrome	disease	C06	Disease or Syndrome
C0011175	Dehydration	phenotype	C23;C18	Disease or Syndrome
C0011848	Diabetes Insipidus	disease	C13;C12;C19	Disease or Syndrome
C0013390	Dysmenorrhea	phenotype	C23	Disease or Syndrome
C0020541	Portal Hypertension	disease	C06	Disease or Syndrome
C0020625	Hyponatremia	phenotype	C18	Disease or Syndrome
C0020683	Hypovolemic Shock	phenotype	C23	Pathologic Function
C0021141	Inappropriate ADH Syndrome	phenotype	C18;C10;C19	Disease or Syndrome
C0032617	Polyuria	phenotype	C23;C13;C12	Sign or Symptom
C0033958	Psychosis, Brief Reactive	disease	F03	Mental or Behavioral Dysfunction
C0036337	Schizoaffective Disorder	disease	F03	Mental or Behavioral Dysfunction
C0036358	Schizophreniform Disorders	group	F03	Mental or Behavioral Dysfunction
C0036974	Shock	phenotype	C23	Pathologic Function
C0037019	Shy-Drager Syndrome	disease	C10;C14	Disease or Syndrome
C0344315	Depressed mood	phenotype	F01	Mental or Behavioral Dysfunction
C0687720	Central Diabetes Insipidus	disease	C13;C12;C19	Disease or Syndrome
C1136135	Water Stress	disease	C23;C18	Disease or Syndrome
C0001627	Congenital adrenal hyperplasia	disease	C16;C18;C13;C12;C19	Disease or Syndrome
C1510586	Autism Spectrum Disorders	disease	F03	Mental or Behavioral Dysfunction
C0028961	Oliguria	phenotype	C23;C13;C12	Disease or Syndrome
C1845202	Nephrogenic Syndrome of Inappropriate Antidiuresis	disease	C16;C18;C10;C19	Disease or Syndrome
C0027809	Neurilemmoma	disease	C04	Neoplastic Process
C0206728	Plexiform Neurofibroma	disease	C04;C10	Neoplastic Process
C0342384	Idiopathic hypogonadotropic hypogonadism	disease	C19	Disease or Syndrome
C0751374	Schwannomatosis, Plexiform	disease	C04	Neoplastic Process
C0037199	Sinusitis	disease	C01;C08;C09	Disease or Syndrome
C0020455	Hypergammaglobulinemia	disease	C23;C20;C15	Disease or Syndrome
C1855796	Hypoproteinemia, Hypercatabolic	disease	C16;C18	Disease or Syndrome
C1858266	Bare Lymphocyte Syndrome, Type I	disease	C16;C18;C20	Disease or Syndrome
C4302669	Autosomal dominant beta2-microglobulinic amyloidosis	disease	C16;C18	Disease or Syndrome
C1843139	Hypercholanemia, Familial	disease	C16;C18	Disease or Syndrome
C4747366	Hypercholanemia	phenotype		Finding
C0152423	Congenital small ears	disease	C16;C09	Congenital Abnormality
C2750066	Spondylo-Megaepiphyseal-Metaphyseal Dysplasia	disease	C16;C05	Disease or Syndrome
C0153567	Uterine Cancer	disease	C04;C13	Neoplastic Process
C0677776	Hereditary Breast and Ovarian Cancer Syndrome	disease	C16;C04;C13;C17;C19	Neoplastic Process
C1518693	Clear cell adenocarcinoma of ovary	disease	C04	Neoplastic Process
C2936862	Bardet-Biedl syndrome 1 (disorder)	disease	C16;C11;C10	Disease or Syndrome
C2936863	Bardet-Biedl syndrome 2 (disorder)	disease	C16;C11;C10	Disease or Syndrome
C4225281	RETINITIS PIGMENTOSA 74	disease		Disease or Syndrome
C2936864	Bardet-Biedl syndrome 4 (disorder)	disease	C16;C11;C10	Disease or Syndrome
C0024776	Maple Syrup Urine Disease	disease	C16;C18;C10	Disease or Syndrome
C0268568	Classic Maple Syrup Urine Disease	disease	C16;C18;C10	Disease or Syndrome
C0268569	Intermittent Maple Syrup Urine Disease	disease	C16;C18;C10	Disease or Syndrome
C0751285	Maple Syrup Urine Disease, Thiamine Responsive	disease	C16;C18;C10	Disease or Syndrome
C1621920	Intermediate Maple Syrup Urine Disease	disease	C16;C18;C10	Disease or Syndrome
C0003578	Apnea	phenotype	C23;C08	Sign or Symptom
C0014549	Tonic-Clonic Epilepsy	disease	C10	Disease or Syndrome
C0015644	Muscular fasciculation	phenotype	C23;C10	Sign or Symptom
C0018989	Hemiparesis	phenotype	C23;C10	Sign or Symptom
C0020529	Hypersomnia with Periodic Respiration	disease	C08;C10	Disease or Syndrome
C0030552	Paresis	phenotype	C23;C10	Disease or Syndrome
C0030569	Secondary Parkinson Disease	disease	C10	Disease or Syndrome
C0032787	Postoperative Complications	group	C23	Pathologic Function
C0037315	Sleep Apnea Syndromes	disease	C08;C10	Disease or Syndrome
C0041105	Trismus	disease	C23;C10	Disease or Syndrome
C0239548	Fasciculation, Tongue	phenotype	C23;C10	Finding
C0240302	Masseter Muscle Spasm	phenotype	C23;C10	Finding
C0268379	Pseudocholinesterase deficiency	disease	C23;C16;C18;C08	Disease or Syndrome
C0270795	Monoparesis	phenotype	C23;C10	Sign or Symptom
C0338495	Sleep Apnea, Mixed Central and Obstructive	disease	C08;C10	Disease or Syndrome
C0343495	Lockjaw	phenotype	C23;C10	Finding
C0541957	Fasciculation, Skeletal Muscle	phenotype	C23;C10	Finding
C0751117	Cryptogenic Tonic-Clonic Epilepsy	disease	C10	Disease or Syndrome
C0751118	Epilepsy, Tonic-Clonic, Familial	disease	C10	Disease or Syndrome
C0751119	Epilepsy, Tonic-Clonic, Symptomatic	disease	C10	Disease or Syndrome
C0751144	Fasciculation, Benign	phenotype	C23;C10	Sign or Symptom
C0751409	Upper Extremity Paresis	phenotype	C23;C10	Sign or Symptom
C0751410	Lower Extremity Paresis	phenotype	C23;C10	Sign or Symptom
C0751414	Parkinson Disease, Secondary Vascular	disease	C10	Disease or Syndrome
C0751415	Atherosclerotic Parkinsonism	disease	C10	Disease or Syndrome
C0876994	Cardiotoxicity	disease	C23;C25;C14;C26	Injury or Poisoning
C1283400	Butyrylcholinesterase deficiency	disease	C23;C16;C18;C08	Disease or Syndrome
C1622434	Suxamethonium sensitivity	phenotype	C23;C16;C18;C08	Pathologic Function
C1855794	Bamforth syndrome	disease	C16;C17;C05;C19;C07	Disease or Syndrome
C1867468	Apnea, Postanesthetic	phenotype	C23;C16;C18;C08	Pathologic Function
C1968699	Hypothyroidism, Thyroidal, With Spiky Hair And Cleft Palate	disease	C16;C17;C05;C19;C07	Disease or Syndrome
C4551689	Sleep-Disordered Breathing	disease	C08;C10	Disease or Syndrome
C1855369	Maple Syrup Urine Disease, Type IA	disease	C16;C18;C10	Disease or Syndrome
C2930990	Maple syrup urine disease, type 1B	disease	C16;C18;C10	Disease or Syndrome
C0006079	Bowen's Disease	disease	C04	Neoplastic Process
C0007528	Cecal Neoplasms	group	C06;C04	Neoplastic Process
C0019562	Von Hippel-Lindau Syndrome	disease	C16;C10;C14	Disease or Syndrome
C0020502	Hyperparathyroidism	disease	C19	Disease or Syndrome
C0030354	Papilloma	disease	C04	Neoplastic Process
C0040136	Thyroid Neoplasm	disease	C04;C19	Neoplastic Process
C0151468	Thyroid Gland Follicular Adenoma	disease	C04;C19	Neoplastic Process
C0153437	Malignant neoplasm of cecum	disease	C06;C04	Neoplastic Process
C0205874	Papilloma, Squamous Cell	disease	C04	Neoplastic Process
C0205875	Papillomatosis	disease	C04	Neoplastic Process
C0549473	Thyroid carcinoma	disease	C04;C19	Neoplastic Process
C0919532	Genomic Instability	phenotype	C23	Cell or Molecular Dysfunction
C0013366	Dyschondroplasias	group	C16;C05	Congenital Abnormality
C0016978	gallbladder neoplasm	disease	C06;C04	Neoplastic Process
C0023891	Liver Cirrhosis, Alcoholic	disease	C23;C06;C25	Disease or Syndrome
C0024302	Reticulosarcoma	disease	C04;C20;C15	Neoplastic Process
C0024304	Lymphoma, Mixed-Cell	disease	C04;C20;C15	Neoplastic Process
C0024306	Lymphoma, Undifferentiated	disease	C04;C20;C15	Neoplastic Process
C0025237	Melnick-Needles Syndrome	disease	C16;C05	Disease or Syndrome
C0025568	Metaplasia	phenotype	C23	Cell or Molecular Dysfunction
C0026760	Multiple Epiphyseal Dysplasia	disease	C16;C05	Congenital Abnormality
C0029422	Osteochondrodysplasias	group	C16;C05	Disease or Syndrome
C0036391	Schwartz-Jampel Syndrome	disease	C16;C05	Disease or Syndrome
C0037579	Soft Tissue Neoplasms	group	C04	Neoplastic Process
C0038015	Spondyloepiphyseal Dysplasia	disease	C16;C05	Disease or Syndrome
C0039101	synovial sarcoma	disease	C04	Neoplastic Process
C0079740	High Grade Lymphoma (neoplasm)	disease	C04;C20;C15	Neoplastic Process
C0079741	Lymphoma, Intermediate-Grade	disease	C04;C20;C15	Neoplastic Process
C0079747	Low Grade Lymphoma (neoplasm)	disease	C04;C20;C15	Neoplastic Process
C0079757	Diffuse Mixed-Cell Lymphoma	disease	C04;C20;C15	Neoplastic Process
C0079770	Lymphoma, Small Noncleaved-Cell	disease	C04;C20;C15	Neoplastic Process
C0153452	Malignant neoplasm of gallbladder	disease	C06;C04	Neoplastic Process
C0206637	Mesenchymal Chondrosarcoma	disease	C04	Neoplastic Process
C0206681	Adenocarcinoma, Clear Cell	disease	C04	Neoplastic Process
C0242350	Erectile dysfunction	disease	C12;F03	Disease or Syndrome
C0276535	AIDS with Kaposi's sarcoma	disease	C04;C01;C20	Neoplastic Process
C0334660	Angioendotheliomatosis	disease	C04;C20;C15	Neoplastic Process
C0432272	Van Buchem disease	disease	C16;C05	Disease or Syndrome
C0853193	Bipolar I disorder	disease	F03	Mental or Behavioral Dysfunction
C3541456	Spondyloepiphyseal Dysplasia Tarda, X-Linked	disease	C16;C05	Congenital Abnormality
C3714542	Lymphoma, Diffuse	disease	C04;C20;C15	Neoplastic Process
C4551479	Schwartz-Jampel Syndrome, Type 1	disease	C16;C05	Disease or Syndrome
C4721532	Lymphoma, Non-Hodgkin, Familial	disease	C04;C20;C15	Neoplastic Process
C1292754	Mediastinal (Thymic) Large B-Cell Lymphoma	disease	C04;C08;C20;C15	Neoplastic Process
C0155017	Color Blindness, Blue	disease	C23;C11;C10	Disease or Syndrome
C0005699	Blast Phase	disease	C23;C04;C15	Neoplastic Process
C0027022	Myeloproliferative disease	group	C15	Neoplastic Process
C0279680	Transitional cell carcinoma of bladder	disease	C04;C13;C12	Neoplastic Process
C2678480	Chromosome 22q11.2 Deletion Syndrome, Distal	disease	C23;C16;C05;C19;C15;C14	Disease or Syndrome
C0023264	Leigh Disease	disease	C16;C18;C10	Disease or Syndrome
C0266006	Pili torti-deafness syndrome	disease	C23;C18;C17;C10;C09	Disease or Syndrome
C0751267	Encephalopathy, Subacute Necrotizing, Infantile	disease	C16;C18;C10	Disease or Syndrome
C0751268	Encephalopathy, Subacute Necrotizing, Juvenile	disease	C16;C18;C10	Disease or Syndrome
C0751651	Mitochondrial Diseases	group	C18	Disease or Syndrome
C1838951	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY	disease	C16;C18;C10	Disease or Syndrome
C1850597	Leigh Syndrome Due To Mitochondrial Complex II Deficiency	disease	C16;C18;C10	Disease or Syndrome
C1850598	Leigh Syndrome due to Mitochondrial Complex III Deficiency	disease	C16;C18;C10	Disease or Syndrome
C1850599	Leigh Syndrome due to Mitochondrial Complex IV Deficiency	disease	C16;C18;C10	Disease or Syndrome
C1850600	Leigh Syndrome due to Mitochondrial Complex V Deficiency	disease	C16;C18;C10	Disease or Syndrome
C1864002	GRACILE SYNDROME (disorder)	disease	C23;C16;C06;C18;C13;C12	Disease or Syndrome
C2931891	Necrotizing encephalopathy, infantile subacute, of Leigh	disease	C16;C18;C10	Disease or Syndrome
C3541471	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1	disease		Disease or Syndrome
C0014556	Epilepsy, Temporal Lobe	disease	C10	Disease or Syndrome
C0014558	Uncinate Epilepsy	disease	C10	Disease or Syndrome
C0393672	Epilepsy, Benign Psychomotor, Childhood	disease	C10	Disease or Syndrome
C0393682	Epilepsy, Lateral Temporal	disease	C10	Disease or Syndrome
C0015378	Extravasation of Contrast Media	phenotype	C23;C26	Pathologic Function
C0019080	Hemorrhage	phenotype	C23	Pathologic Function
C0005910	Body Weight	phenotype	C23	Organism Attribute
C0017639	Gliosis	phenotype	C23	Pathologic Function
C0019337	Heroin Dependence	disease	C25;F03	Mental or Behavioral Dysfunction
C0206115	WAGR Syndrome	disease	C16;C04;C13;C11;C12;C10;C19	Disease or Syndrome
C0600241	heroin abuse	disease	C25;F03	Mental or Behavioral Dysfunction
C1861063	TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)	phenotype		Finding
C2931803	Deletion 11p13	disease	C23	Disease or Syndrome
C3887640	Astrocytosis	phenotype	C23	Pathologic Function
C4505390	Heroin Smoking	disease	C25;F03	Mental or Behavioral Dysfunction
C0272242	Complement deficiency disease	group	C20;C15	Disease or Syndrome
C2752038	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4	disease		Finding
C2931788	Atypical Hemolytic Uremic Syndrome	disease	C13;C12;C15	Disease or Syndrome
C3809653	MACULAR DEGENERATION, AGE-RELATED, 14	disease		Disease or Syndrome
C3809950	COMPLEMENT FACTOR B DEFICIENCY	disease		Disease or Syndrome
C4087273	C3 glomerulopathy	disease		Disease or Syndrome
C0392557	Nuclear cataract	disease	C11	Disease or Syndrome
C1112705	Nuclear non-senile cataract	disease	C11	Disease or Syndrome
C1969644	Cataract, Cortical, Juvenile-Onset	disease	C11	Disease or Syndrome
C3808107	CATARACT 33, MULTIPLE TYPES	disease		Disease or Syndrome
C0018824	Heart valve disease	group	C14	Disease or Syndrome
C1848097	Spondyloepimetaphyseal Dysplasia, X-Linked	disease	C16;C05	Disease or Syndrome
C4310811	MEESTER-LOEYS SYNDROME	disease		Disease or Syndrome
C0000832	Abruptio Placentae	phenotype	C13	Pathologic Function
C0086981	Sicca Syndrome	disease	C11;C17;C05;C20;C07	Disease or Syndrome
C1527336	Sjogren's Syndrome	disease	C11;C17;C05;C20;C07	Disease or Syndrome
C0026691	Mucocutaneous Lymph Node Syndrome	disease	C17;C15;C14	Disease or Syndrome
C0342276	Maturity onset diabetes mellitus in young	disease	C18;C19	Disease or Syndrome
C3150618	Maturity-onset diabetes of the young, type 11	disease	C18;C19	Disease or Syndrome
C3888631	Monogenic diabetes	disease	C18;C19	Disease or Syndrome
C0005859	Bloom Syndrome	disease	C16;C18;C20	Disease or Syndrome
C0023449	Acute lymphocytic leukemia	disease	C04;C20;C15	Neoplastic Process
C0023465	Acute monocytic leukemia	disease	C04	Neoplastic Process
C0265219	Miller Dieker syndrome	disease	C16;C10	Disease or Syndrome
C3279964	Hyperbiliverdinemia	disease	C06	Disease or Syndrome
C0019569	Hirschsprung Disease	disease	C16;C06	Disease or Syndrome
C0023472	Leukemia, Myeloid, Accelerated Phase	disease	C04;C15	Neoplastic Process
C0027686	Pathologic Neovascularization	phenotype	C23	Pathologic Function
C0085758	Aganglionosis, Colonic	disease	C16;C06	Congenital Abnormality
C1257840	Aganglionosis, Rectosigmoid Colon	disease	C16;C06	Congenital Abnormality
C3661523	Congenital Intestinal Aganglionosis	disease	C16;C06	Disease or Syndrome
C0268362	Osteogenesis imperfecta type III (disorder)	disease	C16;C17;C05	Disease or Syndrome
C3553887	OSTEOGENESIS IMPERFECTA, TYPE XIII	disease		Disease or Syndrome
C0008925	Cleft Palate	disease	C16;C05;C07	Congenital Abnormality
C0010278	Craniosynostosis	disease	C16;C05	Disease or Syndrome
C0018995	Hemochromatosis	disease	C16;C18	Disease or Syndrome
C0027092	Myopia	disease	C11	Disease or Syndrome
C0030044	Acrocephaly	disease	C16;C05	Congenital Abnormality
C0041948	Uremia	disease	C13;C12	Disease or Syndrome
C0221356	Brachycephaly	disease	C16;C05	Congenital Abnormality
C0265534	Scaphycephaly	disease	C16;C05	Congenital Abnormality
C0265535	Trigonocephaly	disease	C16;C05	Congenital Abnormality
C0392514	Hereditary hemochromatosis	disease	C16;C18	Disease or Syndrome
C1704436	Peripheral Arterial Diseases	group	C14	Disease or Syndrome
C1832702	BRACHYDACTYLY, TYPE A2	disease	C16;C05	Congenital Abnormality
C1833340	Synostotic Posterior Plagiocephaly	disease	C16;C05	Disease or Syndrome
C1848587	Isolated hypoplasia of the right ventricle	disease	C16;C14	Disease or Syndrome; Congenital Abnormality
C1860819	Metopic synostosis	disease	C16;C05	Congenital Abnormality
C2931150	Synostotic Anterior Plagiocephaly	disease	C16;C05	Congenital Abnormality
C3469186	HEMOCHROMATOSIS, TYPE 1	disease	C16;C18	Disease or Syndrome
C4304539	20p12.3 microdeletion syndrome	disease		Disease or Syndrome
C4551902	Craniosynostosis, Type 1	disease	C16;C05	Disease or Syndrome
C4693481	SHORT STATURE, FACIAL DYSMORPHISM, AND SKELETAL ANOMALIES WITH OR WITHOUT CARDIAC ANOMALIES	disease		Disease or Syndrome
C0003872	Arthritis, Psoriatic	disease	C17;C05	Disease or Syndrome
C0033375	Prolactinoma	disease	C04;C10;C19	Neoplastic Process
C0158646	Cleft palate with cleft lip	disease	C16;C05;C07	Congenital Abnormality
C0266294	Unilateral agenesis of kidney	disease	C23;C13;C12	Congenital Abnormality
C0344452	Microprolactinoma	disease	C04;C10;C19	Neoplastic Process
C0344453	Macroprolactinoma	disease	C04;C10;C19	Neoplastic Process
C0810364	Cleft Lip with or without Cleft Palate	disease		Congenital Abnormality
C1306214	ACTH-Secreting Pituitary Adenoma	disease	C04;C10;C19	Neoplastic Process
C1864689	MICROPHTHALMIA, SYNDROMIC 6 (disorder)	disease	C16;C13;C11;C05;C12;C10	Disease or Syndrome
C1968949	Cakut	disease	C16;C13;C12	Disease or Syndrome
C2677434	OROFACIAL CLEFT 11	disease	C16;C05;C07	Disease or Syndrome
C3266076	Orofacial cleft	disease		Congenital Abnormality
C3850155	Congenital Microtia	disease	C16;C09	Congenital Abnormality
C0282193	Iron Overload	disease	C18	Disease or Syndrome
C0345893	Juvenile polyposis syndrome	disease	C16;C06;C04	Neoplastic Process
C1832587	POLYPOSIS SYNDROME, HEREDITARY MIXED, 1	disease	C16;C06;C04	Disease or Syndrome
C1832940	JUVENILE POLYPOSIS OF STOMACH	disease	C16;C06;C04	Disease or Syndrome
C1864730	Polyposis Syndrome, Hereditary Mixed, 2	disease	C16;C06;C04	Disease or Syndrome
C1868081	Juvenile Polyposis Coli	disease	C16;C06;C04	Disease or Syndrome
C2677290	COLORECTAL CANCER, SUSCEPTIBILITY TO, 4	phenotype		Finding
C2677291	COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 15	phenotype		Finding
C3714239	Bmpr1a-Related Juvenile Polyposis	disease	C16;C06;C04	Disease or Syndrome
C3714240	Smad4-Related Juvenile Polyposis	disease	C16;C06;C04	Disease or Syndrome
C3896578	Familial Colorectal Cancer Type X	disease	C16;C06;C04;C18	Neoplastic Process
C0025322	Premature Menopause	disease	C13	Disease or Syndrome
C0152171	Idiopathic pulmonary hypertension	disease	C08;C14	Disease or Syndrome
C0265260	Chondrodysplasia, Grebe type	disease	C16;C05	Disease or Syndrome
